ID_ALUNO,NOME,ANO,IAN,IDA,IEG,IAA,IPS,IPP,IPV,INDE_2024,DEFAS_UNICA,DELTA_IDA
RA-847,,2024,5.0,1.0,4.5454545455,9.002,5.01,7.5,6.245,5.009290909100001,-1.0,-6.6
RA-1405,,2024,10.0,8.75,8.6363636365,8.002,7.51,8.125,8.17,8.4749727273,0.0,
RA-1406,,2024,5.0,7.5,8.8636363635,8.002,7.51,8.4375,8.255,7.8186772727000005,-1.0,
RA-1407,,2024,5.0,5.75,9.318181818,10.002,7.51,7.8125,7.5,7.546086363600001,-1.0,
RA-1408,,2024,5.0,6.75,8.409090909,10.002,7.51,8.4375,7.5,7.626768181800001,-1.0,
RA-1409,,2024,5.0,7.25,9.0909090905,10.002,7.51,8.4375,7.5,7.863131818100001,-1.0,
RA-1410,,2024,5.0,6.25,8.1136363635,9.002,7.51,8.75,8.165,7.5319272727,-1.0,
RA-874,,2024,5.0,7.75,4.696969697,9.502,6.26,8.75,7.915,7.0235939394,-1.0,2.95
RA-1411,,2024,5.0,2.75,9.5,9.002,6.26,8.4375,7.835,6.886950000000001,-1.0,
RA-1412,,2024,10.0,9.75,9.3073593075,10.002,7.51,8.75,8.835,9.204671861500001,0.0,
RA-690,,2024,5.0,6.25,8.409090909,7.918,7.51,8.4375,7.835,7.3853681818000005,-1.0,-2.8499999999999996
RA-1413,,2024,5.0,7.25,8.593073593,9.002,7.51,8.4375,7.92,7.747564718600001,-2.0,
RA-1414,,2024,10.0,8.5,9.2965367965,9.502,6.885,8.75,8.835,8.840007359300001,0.0,
RA-995,,2024,5.0,2.0,5.3896103895,10.002,5.635,7.1875,4.25,5.110372077899999,-2.0,-3.0999999999999996
RA-853,,2024,10.0,6.25,9.5833333335,8.502,6.26,8.333333333,7.553333333,7.986866666600001,0.0,-1.1500000000000004
RA-854,,2024,10.0,7.0,10.0,9.502,6.26,5.833333333,6.333333333,7.826199999900001,0.0,1.0
RA-1415,,2024,5.0,6.75,9.7727272725,8.002,6.26,7.291666667,7.056666667,7.3712454546,-1.0,
RA-842,,2024,5.0,7.5,7.549407115,8.502,6.26,6.875,6.996666667,7.072914756400001,-1.0,-0.40000000000000036
RA-700,,2024,5.0,5.25,9.564393939,8.502,5.635,7.291666667,7.0,7.005745454500001,-1.0,-2.55
RA-1416,,2024,5.0,7.75,8.2765151515,8.502,7.51,7.916666667,6.386666667,7.375503030400001,-1.0,
RA-911,,2024,5.0,4.5,4.772727273,8.002,7.51,6.041666667,4.726666667,5.4552454547,-2.0,1.1
RA-859,,2024,10.0,8.0,9.337121212,8.002,7.51,8.958333333,8.336666667,8.5817909091,0.0,0.7000000000000002
RA-860,,2024,10.0,8.5,9.7916666665,9.002,7.51,8.75,7.946666667,8.7738666667,0.0,1.0999999999999996
RA-727,,2024,10.0,8.5,8.4848484845,10.002,6.26,8.125,8.056666667,8.447003030300001,0.0,0.5
RA-1417,,2024,5.0,9.0,9.337121212,9.002,7.51,6.25,6.5,7.7436242424,-1.0,
RA-910,,2024,10.0,7.5,8.674242424500001,8.502,7.51,7.916666667,7.443333333,8.1163818182,0.0,-1.4000000000000004
RA-840,,2024,10.0,8.0,9.337121212,9.502,7.51,8.333333333,7.946666667,8.5912909091,0.0,-0.1999999999999993
RA-926,,2024,5.0,7.0,9.7727272725,9.002,7.51,8.333333333,7.22,7.7830787878,-1.0,0.20000000000000018
RA-1418,,2024,5.0,8.25,9.128787879,8.502,7.51,7.916666667,6.833333333,7.7352909091000015,-1.0,
RA-927,,2024,10.0,6.5,9.318181818,8.002,7.51,8.333333333,7.22,7.9921696969000005,0.0,0.09999999999999964
RA-672,,2024,5.0,0.0,3.9525691700000003,7.918,6.26,6.041666667,4.496666667,4.2118138341,-1.0,-6.4
RA-1043,,2024,5.0,8.25,7.994071146,10.002,7.51,7.291666667,6.553333333,7.539847562500002,-1.0,5.75
RA-738,,2024,5.0,7.25,7.292490119,10.002,6.885,6.875,7.39,7.2626980238000005,-1.0,1.25
RA-1419,,2024,10.0,7.5,10.0,8.502,7.51,8.958333333,8.783333333,8.7536999999,0.0,
RA-704,,2024,5.0,6.5,8.646245059,7.502,5.635,6.458333333,6.616666667,6.8121156785000005,-1.0,0.40000000000000036
RA-705,,2024,5.0,3.5,6.4285714285,9.002,5.005,5.625,4.226666667,5.294247619100001,-1.0,-5.300000000000001
RA-822,,2024,5.0,6.75,4.6245059285,0.0,5.01,6.666666667,6.61,5.2645678524,-2.0,-0.34999999999999964
RA-740,,2024,5.0,8.0,9.555335968,9.002,7.51,8.541666667,8.223333333,8.1611005269,-1.0,-1.0999999999999996
RA-741,,2024,5.0,3.75,5.2964426875,8.418,5.005,5.833333333,4.223333333,5.0795885374,-1.0,-1.3499999999999996
RA-1420,,2024,5.0,4.5,5.520833333500001,7.918,6.26,6.458333333,5.44,5.6558,-2.0,
RA-709,,2024,5.0,6.0,7.994071146,7.418,7.51,6.875,6.773333333,6.833780895800001,-1.0,1.0999999999999996
RA-1421,,2024,5.0,7.5,6.777777778,9.002,7.51,6.875,7.163333333,7.126922222200001,-1.0,
RA-1422,,2024,5.0,4.75,7.5,9.502,7.51,8.125,7.7475,7.0132,-1.0,
RA-1423,,2024,5.0,5.75,5.3125,8.502,7.51,7.8125,6.5425,6.403450000000001,-1.0,
RA-733,,2024,5.0,9.25,10.0,10.002,7.51,8.90625,9.085,8.808825,-1.0,3.05
RA-836,,2024,5.0,2.75,6.439393939,9.502,7.51,7.34375,6.25,6.0234537878,-1.0,-3.95
RA-1424,,2024,5.0,7.25,8.9444444445,9.002,7.51,7.8125,6.915,7.5543388889,-1.0,
RA-1425,,2024,5.0,7.0,6.7976190475,9.002,7.51,7.34375,5.92,6.8290988095000005,-1.0,
RA-1426,,2024,5.0,2.75,5.845238095,9.502,7.51,7.5,5.8325,5.8367476190000005,-1.0,
RA-716,,2024,5.0,5.75,5.5335968375,9.002,7.51,6.71875,5.7875,6.2372943675000005,-1.0,0.15000000000000036
RA-1049,,2024,5.0,4.5,8.03030303,9.502,7.51,7.65625,6.745,6.821885606,-1.0,-1.7999999999999998
RA-1427,,2024,5.0,8.0,10.0,9.502,7.51,8.90625,8.6675,8.425325,-1.0,
RA-1052,,2024,5.0,8.25,9.128787879,5.834,6.26,8.59375,8.4975,7.744032575800001,-1.0,2.95
RA-719,,2024,5.0,6.5,7.3484848485,10.002,7.51,7.5,6.7425,7.1193969697,-1.0,0.5999999999999996
RA-1055,,2024,5.0,5.5,5.7954545455,10.002,7.51,7.1875,5.87,6.403040909100001,-2.0,0.0
RA-747,,2024,5.0,2.25,8.095238095,10.002,5.005,7.083333333,5.335,5.8450809523,-2.0,-0.8500000000000001
RA-928,,2024,10.0,8.75,10.0,8.002,7.51,8.541666667,8.59,8.8733666667,0.0,-1.0500000000000007
RA-748,,2024,5.0,7.75,10.0,9.502,7.51,8.75,8.005,8.2272,-1.0,-1.3499999999999996
RA-769,,2024,5.0,6.0,5.9523809525,10.002,7.51,7.916666667,8.33,7.099342857200002,-1.0,-2.0
RA-876,,2024,10.0,3.75,9.0476190475,8.502,7.51,8.333333333,8.09,7.612057142800001,0.0,-3.75
RA-776,,2024,5.0,0.0,5.9523809525,7.917,5.63,8.333333333,6.5,5.178509523800001,-1.0,-3.5
RA-753,,2024,5.0,8.5,9.047619048,10.002,7.51,8.333333333,8.255,8.2450571429,-1.0,-0.5
RA-601,,2024,5.0,8.75,10.0,9.502,7.505,8.75,8.425,8.5107,-1.0,0.05000000000000071
RA-955,,2024,5.0,5.75,6.904761905,0.0,7.51,8.125,8.255,6.245452381,-1.0,-2.05
RA-831,,2024,5.0,7.75,9.523809524,10.002,6.26,7.916666667,8.17,8.0066285715,-1.0,-0.5500000000000007
RA-1067,,2024,5.0,6.75,8.333333332999999,10.002,7.51,8.541666667,8.59,7.840033333300001,-1.0,1.3499999999999996
RA-1058,,2024,5.0,7.75,8.095238095,9.168,6.88,8.125,8.085,7.703347619,-1.0,2.3499999999999996
RA-757,,2024,5.0,7.0,9.285714286000001,9.502,7.51,8.125,8.34,7.938842857200001,-1.0,-2.3000000000000007
RA-794,,2024,10.0,3.0,6.9047619045,9.502,7.51,8.125,8.255,7.145652380900001,0.0,-3.2
RA-960,,2024,5.0,3.0,8.095238095,0.0,7.51,7.5,5.33,5.286047619,-1.0,-3.3
RA-587,,2024,5.0,6.25,7.380952381,9.002,7.51,7.916666667,5.74,6.817057142900001,-2.0,3.55
RA-826,,2024,5.0,6.75,10.0,10.002,6.26,7.5,8.59,7.9442,-1.0,-0.5499999999999998
RA-789,,2024,10.0,5.25,9.047619048,9.002,7.51,9.166666667,8.085,8.0443904763,0.0,-2.6500000000000004
RA-1056,,2024,5.0,8.25,9.2857142855,8.502,7.51,9.166666667,8.335,8.192009523800001,-1.0,0.15000000000000036
RA-1428,,2024,5.0,8.0,8.8562091505,8.502,7.51,9.166666667,8.085,8.006108496800001,-1.0,
RA-830,,2024,5.0,6.75,7.619047619,9.002,5.63,8.333333333,7.335,7.1373428571,-1.0,-1.5500000000000007
RA-780,,2024,5.0,6.0,10.0,9.502,5.63,8.958333333,8.17,7.7430333333,-1.0,-2.3000000000000007
RA-1057,,2024,5.0,8.0,10.0,10.002,6.26,8.75,8.17,8.2352,-1.0,1.7000000000000002
RA-1062,,2024,5.0,7.25,9.047619048,8.002,5.63,8.75,8.085,7.6147238096,-1.0,1.0499999999999998
RA-1429,,2024,5.0,7.75,8.888888889,9.502,7.51,8.958333333,8.085,8.041811111100001,-1.0,
RA-1430,,2024,5.0,6.25,10.0,8.502,7.51,8.958333333,8.085,7.864033333300001,-1.0,
RA-767,,2024,5.0,8.25,9.0476190475,9.502,7.51,8.541666667,8.085,8.131890476200002,-2.0,1.9500000000000002
RA-943,,2024,10.0,8.0,10.0,10.002,7.51,8.958333333,8.59,8.965033333300001,0.0,0.0
RA-782,,2024,10.0,7.75,7.8571428569999995,9.502,7.51,7.5,8.085,8.1896285714,0.0,0.25
RA-795,,2024,5.0,9.5,9.761904762,9.502,6.26,8.958333333,8.085,8.441414285700002,-1.0,1.3000000000000007
RA-1431,,2024,5.0,8.0,7.7432712215,9.002,7.51,7.96875,9.09,7.9147292443,-1.0,
RA-1432,,2024,5.0,9.5,10.0,10.002,7.51,9.21875,8.505,8.774075000000002,-1.0,
RA-1433,,2024,5.0,8.75,9.068322981,8.502,7.51,8.28125,8.505,8.1939895962,-1.0,
RA-1434,,2024,5.0,9.0,7.9813664595,8.502,6.26,9.53125,9.76,8.2775982919,-1.0,
RA-958,,2024,10.0,10.0,10.0,10.002,6.26,9.53125,9.76,9.531325,0.0,0.6999999999999993
RA-961,,2024,5.0,5.5,8.8923395445,9.002,6.26,5.9375,5.155,6.529417908900001,-1.0,-0.7000000000000002
RA-1435,,2024,10.0,7.5,7.833333333500001,9.502,7.51,7.1875,6.165,7.7196166667,0.0,
RA-755,,2024,5.0,9.75,10.0,10.002,7.51,9.0625,9.09,8.925450000000001,-1.0,0.5500000000000007
RA-1436,,2024,5.0,8.0,8.674948240500001,7.418,7.51,8.28125,7.17,7.589914648100001,-1.0,
RA-1437,,2024,5.0,8.0,9.347826087,8.502,7.51,8.28125,7.92,7.982890217400001,-1.0,
RA-1438,,2024,5.0,7.0,9.0,10.002,7.51,8.90625,9.175,8.176825000000001,-1.0,
RA-1439,,2024,5.0,8.5,10.0,7.502,7.51,9.375,9.345,8.507700000000002,-1.0,
RA-1440,,2024,5.0,4.5,9.544513457499999,9.002,7.51,8.75,8.17,7.469102691500001,-1.0,
RA-1441,,2024,10.0,8.5,9.109730849,9.502,7.51,9.375,9.005,8.961646169800002,0.0,
RA-1442,,2024,5.0,7.25,8.674948240500001,8.002,7.51,7.5,5.745,7.135189648100001,-2.0,
RA-1443,,2024,5.0,6.75,7.5,6.918,6.26,7.708333333,7.415,6.921633333300001,-2.0,
RA-1444,,2024,5.0,6.0,5.277777778,8.502,7.51,7.708333333,7.415,6.610588888900001,-1.0,
RA-956,,2024,5.0,3.25,6.017786561,9.502,6.885,7.083333333,7.085,6.1175906455,-1.0,-4.55
RA-952,,2024,10.0,8.5,9.545454545,9.502,6.26,8.333333333,9.175,8.853624242300002,0.0,-0.5
RA-939,,2024,5.0,5.0,8.8833992095,9.002,5.63,8.125,7.495,7.051379841899999,-1.0,-0.40000000000000036
RA-953,,2024,10.0,8.5,6.85770751,9.002,6.26,8.125,7.755,7.961241502000001,0.0,0.1999999999999993
RA-954,,2024,10.0,7.75,8.8833992095,9.502,6.26,8.125,7.835,8.2823798419,0.0,0.04999999999999982
RA-792,,2024,5.0,3.25,5.2865612650000005,8.502,7.51,8.125,7.075,6.036012253,-1.0,-3.95
RA-1000,,2024,10.0,7.75,9.5454545455,9.002,6.26,8.125,7.835,8.364790909100002,0.0,0.75
RA-763,,2024,5.0,5.25,8.8636363635,9.002,6.26,7.708333333,6.825,6.984760606,-1.0,-2.6500000000000004
RA-1001,,2024,5.0,7.75,9.347826087,7.502,7.51,7.916666667,7.92,7.7964318841,-1.0,-0.04999999999999982
RA-1445,,2024,5.0,7.25,9.5,9.502,7.51,7.916666667,7.5,7.842866666700001,-1.0,
RA-1446,,2024,10.0,0.0,6.6501976285,8.002,6.26,7.291666667,7.075,5.9004061924,0.0,
RA-768,,2024,5.0,5.5,7.9841897235,9.002,6.26,8.125,7.495,7.0345379447,-1.0,-2.4000000000000004
RA-1447,,2024,5.0,5.25,9.7368421055,9.502,7.51,7.916666667,7.75,7.5402350878,-1.0,
RA-980,,2024,10.0,6.25,9.058441558,9.002,7.51,7.5,7.4175,7.946388311600001,0.0,-0.04999999999999982
RA-982,,2024,10.0,8.25,8.365800865499999,10.002,7.51,6.875,6.79,8.119860173100001,0.0,-0.34999999999999964
RA-1448,,2024,5.0,6.0,9.5346320345,9.002,7.51,7.5,7.29,7.466126406900001,-2.0,
RA-1070,,2024,5.0,2.25,9.3073593075,9.002,5.635,6.875,6.6225,6.287171861500001,-1.0,-3.55
RA-985,,2024,10.0,7.5,10.0,8.502,6.26,7.5,7.585,8.2432,0.0,0.7000000000000002
RA-986,,2024,10.0,8.5,9.2965367965,10.002,6.26,7.083333333,6.8325,8.2603406926,0.0,0.1999999999999993
RA-810,,2024,5.0,9.0,9.4736842105,7.502,5.635,6.458333333,7.7525,7.704770175400001,-1.0,2.0999999999999996
RA-987,,2024,10.0,7.5,9.0692640695,9.002,7.51,7.708333333,7.835,8.3028861472,0.0,0.20000000000000018
RA-988,,2024,5.0,7.75,10.0,9.502,7.51,8.333333333,7.96,8.1765333333,-1.0,-0.75
RA-805,,2024,5.0,6.0,9.523809524,8.502,4.38,7.03125,6.7075,6.9375869048,-1.0,-0.7999999999999998
RA-806,,2024,5.0,6.75,6.9047619045,8.502,7.51,7.65625,6.875,6.972777380900001,-1.0,-1.0499999999999998
RA-807,,2024,10.0,7.0,7.8571428569999995,9.002,7.51,7.5,7.125,7.797628571400001,0.0,-1.0
RA-808,,2024,10.0,8.75,10.0,9.002,7.51,8.125,7.88,8.7897,0.0,0.05000000000000071
RA-963,,2024,10.0,7.5,9.761904762,7.502,7.51,8.125,8.045,8.375080952400001,0.0,-1.0
RA-989,,2024,10.0,6.0,7.8571428569999995,9.502,6.26,7.1875,6.54,7.3743785714,0.0,-2.3000000000000007
RA-964,,2024,5.0,7.25,8.333333332999999,9.502,7.51,7.96875,7.1675,7.548241666600001,-1.0,0.04999999999999982
RA-1449,,2024,5.0,6.75,8.3333333335,7.418,7.51,7.96875,7.04,7.214341666700001,-1.0,
RA-801,,2024,5.0,8.0,5.75,9.002,7.51,6.25,5.745,6.6752,-1.0,0.40000000000000036
RA-1450,,2024,10.0,3.5,8.571428571,9.502,7.51,7.8125,7.5425,7.405235714200002,0.0,
RA-984,,2024,10.0,7.0,9.761904762,9.502,7.51,8.125,8.045,8.475080952400003,0.0,-1.3000000000000007
RA-1451,,2024,5.0,6.0,8.8095238095,10.002,7.51,7.96875,7.7525,7.560479761900002,-1.0,
RA-967,,2024,5.0,4.75,3.5714285715,9.502,7.51,5.78125,4.995,5.442610714300001,-1.0,-1.75
RA-968,,2024,5.0,7.75,8.8095238095,9.002,7.51,8.4375,7.6675,7.8403547619000005,-1.0,-0.5500000000000007
RA-521,,2024,10.0,6.25,9.0357142855,8.002,5.005,6.666666667,7.276666667,7.4798428571999995,0.0,-1.6500000000000004
RA-821,,2024,10.0,4.25,5.9166666665,8.502,7.51,6.666666667,6.713333333,6.643866666600001,0.0,-0.34999999999999964
RA-1075,,2024,5.0,6.0,8.5154061625,7.5,3.755,7.708333333,7.553333333,6.8100812324,-1.0,0.5
RA-1048,,2024,10.0,6.25,6.833333333500001,8.502,6.255,7.708333333,8.283333333,7.5198666666000005,1.0,-1.9499999999999993
RA-1082,,2024,5.0,3.75,7.5714285715,7.502,10.0,7.083333333,6.943333333,6.6114857142,-1.0,-1.25
RA-680,,2024,5.0,3.0,6.6428571430000005,0.0,5.635,6.666666667,6.606666667,4.9800714287000005,-1.0,-3.4000000000000004
RA-698,,2024,10.0,4.5,8.3214285715,9.002,6.88,7.291666667,7.273333333,7.3363190476,0.0,-1.2000000000000002
RA-1452,,2024,10.0,7.75,10.0,9.002,7.51,7.916666667,8.17,8.6268666667,0.0,
RA-1453,,2024,5.0,6.5,7.8214285715,8.502,6.25,7.5,7.67,7.1234857143,-1.0,
RA-1454,,2024,10.0,7.75,5.880952381,8.002,7.51,7.708333333,8.28,7.7042238095,0.0,
RA-1455,,2024,5.0,3.5,7.777777778,8.002,7.51,7.708333333,7.833333333,6.6442555555,-1.0,
RA-529,,2024,5.0,4.25,6.6071428569999995,7.002,4.38,4.791666667,4.886666667,5.2661285715,-1.0,-2.55
RA-1456,,2024,10.0,7.75,9.511904762,9.502,7.51,7.5,7.946666667,8.492914285800001,0.0,
RA-1015,,2024,10.0,4.0,7.8214285715,7.918,7.51,6.041666667,5.66,6.643252381000002,0.0,-2.3
RA-483,,2024,5.0,5.25,5.6428571430000005,8.502,6.26,8.125,8.056666667,6.578604762,-1.0,-0.34999999999999964
RA-497,,2024,5.0,1.0,6.095238095,7.502,5.63,5.625,3.506666667,4.4960809524,-1.0,-2.5
RA-1457,,2024,5.0,2.75,8.0357142855,3.498,7.51,7.291666667,7.663333333,6.0197761904,-1.0,
RA-688,,2024,10.0,7.5,10.0,9.502,8.13,8.333333333,9.45,8.986533333300002,0.0,-1.0999999999999996
RA-696,,2024,10.0,5.25,7.845238095,7.418,7.51,7.708333333,8.0,7.482680952299999,0.0,-1.4500000000000002
RA-1458,,2024,5.0,3.25,7.280701754500001,8.751,7.51,6.041666667,5.213333333,5.879073684200001,-1.0,
RA-1034,,2024,10.0,7.5,8.0833333335,7.502,7.51,7.708333333,8.223333333,8.0333666666,0.0,-0.8000000000000007
RA-491,,2024,5.0,5.25,9.011904762,7.502,7.51,7.083333333,7.166666667,6.995247619100001,-1.0,0.25
RA-1027,,2024,10.0,5.25,10.0,9.502,7.51,7.916666667,8.39,8.220866666700001,0.0,-0.75
RA-1023,,2024,10.0,9.5,9.511904762,9.502,9.375,8.958333333,9.563333333,9.498580952300001,0.0,0.40000000000000036
RA-686,,2024,10.0,7.25,8.7857142855,8.002,6.885,8.4375,7.503333333,8.040259523700001,0.0,-0.75
RA-480,,2024,10.0,5.0,8.0714285715,6.25,7.51,7.8125,7.443333333,7.260202380900001,0.0,-2.9000000000000004
RA-1459,,2024,5.0,3.75,8.2976190475,8.002,7.51,7.5,7.273333333,6.665390476100001,-1.0,
RA-1460,,2024,10.0,3.25,7.460526316,9.502,7.51,6.875,6.27,6.784805263200001,0.0,
RA-1017,,2024,10.0,5.0,7.8095238095,9.502,6.26,7.1875,7.443333333,7.345521428500001,0.0,-2.7
RA-499,,2024,10.0,4.75,9.0476190475,8.502,7.51,7.1875,7.5,7.5794738095000005,0.0,-1.8499999999999996
RA-514,,2024,10.0,3.0,7.595238095,9.002,4.385,5.625,5.996666667,6.219580952400001,0.0,-2.5
RA-1461,,2024,5.0,2.75,9.273809524,10.002,7.51,7.5,7.33,6.871961904800001,-1.0,
RA-1462,,2024,5.0,6.5,10.0,8.502,7.51,8.125,7.053333333,7.6243666666,-1.0,
RA-1463,,2024,10.0,10.0,9.722222222,8.502,7.51,9.0625,8.113333333,9.074561111000001,0.0,
RA-1464,,2024,5.0,6.25,7.794871795,8.002,7.51,9.0625,7.61,7.288424359,-1.0,
RA-687,,2024,10.0,7.25,9.2355889725,7.502,7.51,8.75,8.003333333,8.2739844611,0.0,0.34999999999999964
RA-1030,,2024,10.0,8.0,8.28320802,7.418,4.385,7.8125,7.61,7.7401916040000005,0.0,1.0999999999999996
RA-1465,,2024,5.0,5.75,8.75,7.418,7.51,8.75,7.833333333,7.3344666666,-1.0,
RA-522,,2024,10.0,9.0,9.523809524,8.002,7.51,8.4375,7.89,8.6777119048,0.0,0.6999999999999993
RA-501,,2024,10.0,8.75,7.9949874685,7.002,7.51,8.4375,8.17,8.2779474937,0.0,-0.15000000000000036
RA-1466,,2024,10.0,7.5,7.380952381,10.002,7.51,8.75,8.056666667,8.213723809600001,0.0,
RA-502,,2024,10.0,8.0,9.761904762,9.002,3.755,9.0625,8.84,8.5023309524,0.0,0.0
RA-1467,,2024,10.0,9.25,9.022556391,9.002,7.51,8.75,8.28,8.836711278200001,0.0,
RA-1468,,2024,10.0,7.0,8.972431078,8.502,7.51,8.4375,7.443333333,8.1281028822,0.0,
RA-527,,2024,10.0,6.0,10.0,9.002,7.51,8.125,7.383333333,8.1403666666,0.0,-0.5
RA-1469,,2024,5.0,4.75,9.4444444445,8.502,7.51,8.75,8.223333333,7.459755555500001,-1.0,
RA-1470,,2024,5.0,5.0,6.35610766,8.002,6.26,6.875,5.4125,5.967421532000001,-1.0,
RA-1471,,2024,5.0,7.5,7.195652174,10.002,7.51,7.65625,7.2425,7.404455434800001,-1.0,
RA-710,,2024,5.0,6.75,8.170995671,9.168,5.625,7.65625,6.5375,7.0366241342,-1.0,0.25
RA-1472,,2024,10.0,8.75,10.0,8.502,7.51,7.96875,8.1275,8.773575000000001,0.0,
RA-837,,2024,10.0,6.75,9.782608695499999,7.502,6.885,7.03125,7.5825,7.9648467391,0.0,-0.25
RA-549,,2024,5.0,5.75,7.204968943999999,10.002,6.255,6.40625,5.9125,6.5398187888,-1.0,-0.6500000000000004
RA-571,,2024,5.0,5.25,8.695652174,7.002,4.375,7.03125,5.8325,6.2964554347999995,-1.0,0.25
RA-731,,2024,5.0,2.5,4.188311688500001,9.502,4.375,5.78125,4.835,4.7704873377000006,-1.0,-4.3
RA-706,,2024,10.0,3.25,7.1428571430000005,0.0,6.26,7.65625,7.0,5.8701964286,0.0,-4.05
RA-707,,2024,5.0,6.5,7.7236842105,7.917,4.375,6.40625,6.415,6.4975618421000005,-1.0,0.0
RA-1044,,2024,10.0,7.0,9.523809524,7.502,7.51,7.1875,7.21,7.966711904800001,0.0,0.9000000000000004
RA-1054,,2024,5.0,6.25,7.3291925465,9.502,7.51,7.1875,6.75,6.985788509300001,-1.0,-0.34999999999999964
RA-721,,2024,10.0,8.25,9.544513457499999,9.002,8.135,8.75,8.755,8.8986026915,0.0,-0.15000000000000036
RA-1473,,2024,5.0,5.25,8.4368530025,9.502,5.625,6.5625,6.415,6.689320600500001,-1.0,
RA-735,,2024,5.0,8.0,9.782608695499999,8.002,6.255,7.65625,7.705,7.7888467391,-1.0,-0.09999999999999964
RA-712,,2024,5.0,6.75,5.983436853,7.502,5.625,6.5625,6.04,6.2236373706000006,-1.0,0.04999999999999982
RA-1103,,2024,10.0,7.25,7.763975155000001,8.502,7.51,7.5,7.54,7.861995031000001,0.0,2.25
RA-570,,2024,5.0,6.75,8.0020703935,8.002,5.625,7.1875,6.4075,6.8133640787,-1.0,0.8499999999999996
RA-713,,2024,10.0,6.75,7.525879916999999,8.002,7.51,7.03125,6.79,7.467500983400001,0.0,-0.75
RA-714,,2024,5.0,4.0,6.873706004,0.0,6.255,7.65625,6.9975,5.4653662008,-1.0,-3.4000000000000004
RA-737,,2024,10.0,9.25,8.6542443065,8.502,6.885,7.5,8.0,8.4695488613,0.0,1.75
RA-1474,,2024,10.0,7.5,7.960662526,8.002,5.625,6.71875,6.2875,7.384207505200001,0.0,
RA-1036,,2024,10.0,7.0,9.0890269155,10.002,7.51,7.65625,7.7475,8.2841303831,0.0,-1.0
RA-576,,2024,10.0,9.25,10.0,8.502,7.51,7.8125,8.4975,8.93195,0.0,1.25
RA-577,,2024,5.0,8.0,5.7660455485,8.502,5.625,6.5625,6.535,6.629159109700001,-1.0,0.5999999999999996
RA-580,,2024,5.0,9.25,8.871635610999999,9.002,7.51,7.03125,7.2475,7.9281521222,-1.0,0.25
RA-581,,2024,5.0,8.75,8.198757764,7.418,5.625,6.5625,6.165,7.0833015528,-1.0,0.8499999999999996
RA-841,,2024,5.0,3.25,6.3272311215000006,10.002,7.51,7.03125,5.83,6.035771224300001,-1.0,-3.6500000000000004
RA-730,,2024,10.0,9.5,7.152777778,8.002,6.885,9.166666667,8.666666667,8.469255555700002,0.0,1.7000000000000002
RA-855,,2024,10.0,8.5,10.0,9.002,7.51,7.5,7.386666667,8.578533333400001,0.0,1.7000000000000002
RA-820,,2024,10.0,6.25,6.573529412,10.002,7.51,8.333333333,6.386666667,7.426572549100001,0.0,-2.6500000000000004
RA-715,,2024,10.0,2.75,5.250626566499999,9.002,3.755,5.0,4.67,5.3098253133,0.0,-2.6500000000000004
RA-1038,,2024,10.0,8.5,7.5438596495,8.002,7.51,7.5,7.273333333,7.9646385965,0.0,2.0
RA-1475,,2024,10.0,5.0,8.070175439,9.002,7.51,7.5,6.993333333,7.413901754400001,0.0,
RA-1039,,2024,5.0,7.25,9.722222222,8.002,7.51,7.5,6.77,7.549644444400001,-1.0,1.0499999999999998
RA-745,,2024,10.0,8.5,10.0,9.002,6.26,7.5,8.17,8.6102,0.0,1.5
RA-718,,2024,10.0,9.5,9.5138888885,10.002,5.635,7.5,7.946666667,8.705811111100001,1.0,1.7000000000000002
RA-1040,,2024,5.0,8.25,8.5416666665,9.502,7.51,7.5,7.273333333,7.764199999900001,-1.0,1.6500000000000004
RA-746,,2024,10.0,8.0,7.4305555555,8.502,7.51,7.5,7.33,7.903311111100001,0.0,0.7999999999999998
RA-1069,,2024,10.0,6.25,7.0760869565,9.002,7.51,8.125,7.75,7.678917391300001,0.0,-0.8499999999999996
RA-1476,,2024,10.0,8.5,10.0,9.502,5.635,8.4375,8.7525,8.80795,0.0,
RA-827,,2024,10.0,7.25,9.782608695499999,10.002,5.01,7.65625,7.875,8.2483467391,0.0,-0.8499999999999996
RA-1477,,2024,10.0,5.0,8.010869565,8.002,7.51,6.40625,6.2875,7.0514989130000005,0.0,
RA-762,,2024,5.0,3.75,6.4239130435,10.002,6.26,6.5625,5.7525,5.9677326087,-2.0,-2.05
RA-778,,2024,10.0,7.0,8.1235697945,10.002,7.51,7.5,7.7475,8.0754139589,0.0,-1.1999999999999993
RA-591,,2024,5.0,7.5,7.913043478500001,7.418,6.255,5.78125,6.54,6.8360336957,-1.0,0.5999999999999996
RA-1478,,2024,10.0,4.25,6.666666667,8.002,6.255,6.875,7.1225,6.7210333334,0.0,
RA-829,,2024,10.0,8.0,9.75,9.502,9.38,8.90625,9.215,9.171825000000002,1.0,-0.40000000000000036
RA-1479,,2024,10.0,4.25,6.1965811965,8.502,7.51,7.1875,6.0325,6.615766239300001,0.0,
RA-1480,,2024,5.0,5.5,8.875,8.502,7.51,7.1875,6.9975,7.09445,-1.0,
RA-438,,2024,5.0,8.25,8.6630434785,9.168,7.51,7.96875,7.915,7.930283695700001,-1.0,2.8499999999999996
